id,text
573,Special characters: @$%^&*() should be removed
574,Check out this link: https://github.com/user/repo
575,Email me at test@example.com or visit http://mywebsite.com
576,Python is awesome!!! Check out www.python.org 😎 #coding
577,Repeated letters: cooool loooove tweeeeet
578,Stemming and lemmatization are key for text normalization 🤖
579,"Remove punctuation, lowercase, and stopwords from THIS sentence."
580,I love NLP. It’s amazing… <a href='link'>Click here</a>
581,Stemming and lemmatization are key for text normalization 🤖
582,Data Science > AI & ML. Let's clean & preprocess text data! 🧹
583,Numbers 12345 and 67890 are present in this text
584,I am loving #MachineLearning and #DataScience 🌟
585,Repeated letters: cooool loooove tweeeeet
586,Mixed CASE text should be lowercased
587,"Misspellings: recieve, definately, seperate should be fixed"
588,Check out this link: https://github.com/user/repo
589,Python is awesome!!! Check out www.python.org 😎 #coding
590,<p>Hello there! Visit https://example.com 😊</p>
591,Mentions: @user1 @user2 are included in tweets
592,"Misspellings: recieve, definately, seperate should be fixed"
593,Repeated letters: cooool loooove tweeeeet
594,"Python, Java, and C++ are programming languages."
595,"Newlines
and	tabs should be handled properly."
596,Data Science > AI & ML. Let's clean & preprocess text data! 🧹
597,"Misspellings: recieve, definately, seperate should be fixed"
598,Check out this link: https://github.com/user/repo
599,Stemming and lemmatization are key for text normalization 🤖
600,Mentions: @user1 @user2 are included in tweets
601,Python is awesome!!! Check out www.python.org 😎 #coding
602,Special characters: @$%^&*() should be removed
603,Stemming and lemmatization are key for text normalization 🤖
604,I love NLP. It’s amazing… <a href='link'>Click here</a>
605,"Python, Java, and C++ are programming languages."
606,Repeated letters: cooool loooove tweeeeet
607,Repeated letters: cooool loooove tweeeeet
608,Python is awesome!!! Check out www.python.org 😎 #coding
609,Python is awesome!!! Check out www.python.org 😎 #coding
610,"Remove punctuation, lowercase, and stopwords from THIS sentence."
611,Mentions: @user1 @user2 are included in tweets
612,I love NLP. It’s amazing… <a href='link'>Click here</a>
613,Python is awesome!!! Check out www.python.org 😎 #coding
614,Data Science > AI & ML. Let's clean & preprocess text data! 🧹
615,Mixed CASE text should be lowercased
616,Mixed CASE text should be lowercased
617,I love NLP. It’s amazing… <a href='link'>Click here</a>
618,"Python, Java, and C++ are programming languages."
619,Mixed CASE text should be lowercased
620,I love NLP. It’s amazing… <a href='link'>Click here</a>
621,"Misspellings: recieve, definately, seperate should be fixed"
622,Mixed CASE text should be lowercased
623,Email me at test@example.com or visit http://mywebsite.com
624,Data Science > AI & ML. Let's clean & preprocess text data! 🧹
625,Special characters: @$%^&*() should be removed
626,Mixed CASE text should be lowercased
627,<p>Hello there! Visit https://example.com 😊</p>
628,I am loving #MachineLearning and #DataScience 🌟
629,Stemming and lemmatization are key for text normalization 🤖
630,I love NLP. It’s amazing… <a href='link'>Click here</a>
631,"Misspellings: recieve, definately, seperate should be fixed"
632,"Misspellings: recieve, definately, seperate should be fixed"
633,"Python, Java, and C++ are programming languages."
634,Mixed CASE text should be lowercased
635,<p>Hello there! Visit https://example.com 😊</p>
636,"Remove punctuation, lowercase, and stopwords from THIS sentence."
637,"Newlines
and	tabs should be handled properly."
638,I am loving #MachineLearning and #DataScience 🌟
639,<div>HTML tags everywhere! <b>Bold</b> and <i>Italic</i></div>
640,<p>Hello there! Visit https://example.com 😊</p>
641,I love NLP. It’s amazing… <a href='link'>Click here</a>
642,Repeated letters: cooool loooove tweeeeet
643,Cleaning text is fun!!! Isn't it? 🤔
644,Cleaning text is fun!!! Isn't it? 🤔
645,Numbers 12345 and 67890 are present in this text
646,Check out this link: https://github.com/user/repo
647,Special characters: @$%^&*() should be removed
648,I love NLP. It’s amazing… <a href='link'>Click here</a>
649,Email me at test@example.com or visit http://mywebsite.com
650,Repeated letters: cooool loooove tweeeeet
651,Repeated letters: cooool loooove tweeeeet
652,"Python, Java, and C++ are programming languages."
653,Cleaning text is fun!!! Isn't it? 🤔
654,Email me at test@example.com or visit http://mywebsite.com
655,Emoji test: 😂🤣😍🔥✨💯
656,I love NLP. It’s amazing… <a href='link'>Click here</a>
657,Cleaning text is fun!!! Isn't it? 🤔
658,I love NLP. It’s amazing… <a href='link'>Click here</a>
659,Mentions: @user1 @user2 are included in tweets
660,Email me at test@example.com or visit http://mywebsite.com
661,Cleaning text is fun!!! Isn't it? 🤔
662,Python is awesome!!! Check out www.python.org 😎 #coding
663,I am loving #MachineLearning and #DataScience 🌟
664,Mixed CASE text should be lowercased
665,Data Science > AI & ML. Let's clean & preprocess text data! 🧹
666,I love NLP. It’s amazing… <a href='link'>Click here</a>
667,Python is awesome!!! Check out www.python.org 😎 #coding
668,Check out this link: https://github.com/user/repo
669,Check out this link: https://github.com/user/repo
670,Repeated letters: cooool loooove tweeeeet
671,"Misspellings: recieve, definately, seperate should be fixed"
672,Mentions: @user1 @user2 are included in tweets
673,"Python, Java, and C++ are programming languages."
674,Data Science > AI & ML. Let's clean & preprocess text data! 🧹
675,I am loving #MachineLearning and #DataScience 🌟
676,Emoji test: 😂🤣😍🔥✨💯
677,Check out this link: https://github.com/user/repo
678,Repeated letters: cooool loooove tweeeeet
679,Repeated letters: cooool loooove tweeeeet
680,Stemming and lemmatization are key for text normalization 🤖
681,I love NLP. It’s amazing… <a href='link'>Click here</a>
682,<p>Hello there! Visit https://example.com 😊</p>
683,"Remove punctuation, lowercase, and stopwords from THIS sentence."
684,Repeated letters: cooool loooove tweeeeet
685,Data Science > AI & ML. Let's clean & preprocess text data! 🧹
686,Data Science > AI & ML. Let's clean & preprocess text data! 🧹
687,Emoji test: 😂🤣😍🔥✨💯
688,"Newlines
and	tabs should be handled properly."
689,Stemming and lemmatization are key for text normalization 🤖
690,Data Science > AI & ML. Let's clean & preprocess text data! 🧹
691,"Python, Java, and C++ are programming languages."
692,Cleaning text is fun!!! Isn't it? 🤔
693,I love NLP. It’s amazing… <a href='link'>Click here</a>
694,Stemming and lemmatization are key for text normalization 🤖
695,"Misspellings: recieve, definately, seperate should be fixed"
696,Cleaning text is fun!!! Isn't it? 🤔
697,Numbers 12345 and 67890 are present in this text
698,I love NLP. It’s amazing… <a href='link'>Click here</a>
699,Repeated letters: cooool loooove tweeeeet
700,"Newlines
and	tabs should be handled properly."
701,Check out this link: https://github.com/user/repo
702,I am loving #MachineLearning and #DataScience 🌟
703,"Remove punctuation, lowercase, and stopwords from THIS sentence."
704,Emoji test: 😂🤣😍🔥✨💯
705,<p>Hello there! Visit https://example.com 😊</p>
706,<p>Hello there! Visit https://example.com 😊</p>
707,Numbers 12345 and 67890 are present in this text
708,Mixed CASE text should be lowercased
709,<p>Hello there! Visit https://example.com 😊</p>
710,I love NLP. It’s amazing… <a href='link'>Click here</a>
711,I love NLP. It’s amazing… <a href='link'>Click here</a>
712,Check out this link: https://github.com/user/repo
713,Check out this link: https://github.com/user/repo
714,I love NLP. It’s amazing… <a href='link'>Click here</a>
715,I love NLP. It’s amazing… <a href='link'>Click here</a>
716,Numbers 12345 and 67890 are present in this text
717,"Python, Java, and C++ are programming languages."
718,Mentions: @user1 @user2 are included in tweets
719,Mentions: @user1 @user2 are included in tweets
720,Numbers 12345 and 67890 are present in this text
721,"Misspellings: recieve, definately, seperate should be fixed"
722,Emoji test: 😂🤣😍🔥✨💯
723,Data Science > AI & ML. Let's clean & preprocess text data! 🧹
724,Stemming and lemmatization are key for text normalization 🤖
725,Data Science > AI & ML. Let's clean & preprocess text data! 🧹
726,"Remove punctuation, lowercase, and stopwords from THIS sentence."
727,Emoji test: 😂🤣😍🔥✨💯
728,Python is awesome!!! Check out www.python.org 😎 #coding
729,Mixed CASE text should be lowercased
730,Mixed CASE text should be lowercased
731,Cleaning text is fun!!! Isn't it? 🤔
732,Cleaning text is fun!!! Isn't it? 🤔
733,Python is awesome!!! Check out www.python.org 😎 #coding
734,Mentions: @user1 @user2 are included in tweets
735,Repeated letters: cooool loooove tweeeeet
736,"Newlines
and	tabs should be handled properly."
737,Data Science > AI & ML. Let's clean & preprocess text data! 🧹
738,Check out this link: https://github.com/user/repo
739,"Remove punctuation, lowercase, and stopwords from THIS sentence."
740,Email me at test@example.com or visit http://mywebsite.com
741,Data Science > AI & ML. Let's clean & preprocess text data! 🧹
742,Repeated letters: cooool loooove tweeeeet
743,Email me at test@example.com or visit http://mywebsite.com
744,Repeated letters: cooool loooove tweeeeet
745,<p>Hello there! Visit https://example.com 😊</p>
746,Stemming and lemmatization are key for text normalization 🤖
747,I love NLP. It’s amazing… <a href='link'>Click here</a>
748,<div>HTML tags everywhere! <b>Bold</b> and <i>Italic</i></div>
749,Numbers 12345 and 67890 are present in this text
750,Numbers 12345 and 67890 are present in this text
751,Python is awesome!!! Check out www.python.org 😎 #coding
752,Python is awesome!!! Check out www.python.org 😎 #coding
753,Repeated letters: cooool loooove tweeeeet
754,Cleaning text is fun!!! Isn't it? 🤔
755,Email me at test@example.com or visit http://mywebsite.com
756,"Remove punctuation, lowercase, and stopwords from THIS sentence."
757,"Remove punctuation, lowercase, and stopwords from THIS sentence."
758,"Newlines
and	tabs should be handled properly."
759,"Remove punctuation, lowercase, and stopwords from THIS sentence."
760,I love NLP. It’s amazing… <a href='link'>Click here</a>
761,"Python, Java, and C++ are programming languages."
762,"Remove punctuation, lowercase, and stopwords from THIS sentence."
763,Emoji test: 😂🤣😍🔥✨💯
764,Repeated letters: cooool loooove tweeeeet
765,Repeated letters: cooool loooove tweeeeet
766,Check out this link: https://github.com/user/repo
767,I am loving #MachineLearning and #DataScience 🌟
768,I am loving #MachineLearning and #DataScience 🌟
769,"Newlines
and	tabs should be handled properly."
770,Email me at test@example.com or visit http://mywebsite.com
771,"Misspellings: recieve, definately, seperate should be fixed"
772,Python is awesome!!! Check out www.python.org 😎 #coding
773,Stemming and lemmatization are key for text normalization 🤖
774,Check out this link: https://github.com/user/repo
775,Data Science > AI & ML. Let's clean & preprocess text data! 🧹
776,I love NLP. It’s amazing… <a href='link'>Click here</a>
777,"Misspellings: recieve, definately, seperate should be fixed"
778,"Python, Java, and C++ are programming languages."
779,I am loving #MachineLearning and #DataScience 🌟
780,Cleaning text is fun!!! Isn't it? 🤔
781,Emoji test: 😂🤣😍🔥✨💯
782,Numbers 12345 and 67890 are present in this text
783,Mentions: @user1 @user2 are included in tweets
784,Data Science > AI & ML. Let's clean & preprocess text data! 🧹
785,I am loving #MachineLearning and #DataScience 🌟
786,Python is awesome!!! Check out www.python.org 😎 #coding
787,Special characters: @$%^&*() should be removed
788,<p>Hello there! Visit https://example.com 😊</p>
789,Cleaning text is fun!!! Isn't it? 🤔
790,Stemming and lemmatization are key for text normalization 🤖
791,Cleaning text is fun!!! Isn't it? 🤔
792,Special characters: @$%^&*() should be removed
793,"Python, Java, and C++ are programming languages."
794,I love NLP. It’s amazing… <a href='link'>Click here</a>
795,Email me at test@example.com or visit http://mywebsite.com
796,Repeated letters: cooool loooove tweeeeet
797,"Python, Java, and C++ are programming languages."
798,Data Science > AI & ML. Let's clean & preprocess text data! 🧹
799,Numbers 12345 and 67890 are present in this text
800,Data Science > AI & ML. Let's clean & preprocess text data! 🧹
801,<p>Hello there! Visit https://example.com 😊</p>
802,Numbers 12345 and 67890 are present in this text
803,Mixed CASE text should be lowercased
804,Special characters: @$%^&*() should be removed
805,Numbers 12345 and 67890 are present in this text
806,Check out this link: https://github.com/user/repo
807,"Remove punctuation, lowercase, and stopwords from THIS sentence."
808,<p>Hello there! Visit https://example.com 😊</p>
809,"Newlines
and	tabs should be handled properly."
810,Data Science > AI & ML. Let's clean & preprocess text data! 🧹
811,"Newlines
and	tabs should be handled properly."
812,Check out this link: https://github.com/user/repo
813,Numbers 12345 and 67890 are present in this text
814,I am loving #MachineLearning and #DataScience 🌟
815,Mixed CASE text should be lowercased
816,Mentions: @user1 @user2 are included in tweets
817,Special characters: @$%^&*() should be removed
818,"Misspellings: recieve, definately, seperate should be fixed"
819,"Remove punctuation, lowercase, and stopwords from THIS sentence."
820,Special characters: @$%^&*() should be removed
821,"Misspellings: recieve, definately, seperate should be fixed"
822,"Newlines
and	tabs should be handled properly."
823,I am loving #MachineLearning and #DataScience 🌟
824,Mixed CASE text should be lowercased
825,"Python, Java, and C++ are programming languages."
826,"Newlines
and	tabs should be handled properly."
827,Email me at test@example.com or visit http://mywebsite.com
828,Data Science > AI & ML. Let's clean & preprocess text data! 🧹
829,Data Science > AI & ML. Let's clean & preprocess text data! 🧹
830,Stemming and lemmatization are key for text normalization 🤖
831,Check out this link: https://github.com/user/repo
832,Stemming and lemmatization are key for text normalization 🤖
833,Email me at test@example.com or visit http://mywebsite.com
834,Email me at test@example.com or visit http://mywebsite.com
835,I love NLP. It’s amazing… <a href='link'>Click here</a>
836,Numbers 12345 and 67890 are present in this text
837,Emoji test: 😂🤣😍🔥✨💯
838,Special characters: @$%^&*() should be removed
839,Mixed CASE text should be lowercased
840,Data Science > AI & ML. Let's clean & preprocess text data! 🧹
841,Repeated letters: cooool loooove tweeeeet
842,Repeated letters: cooool loooove tweeeeet
843,I love NLP. It’s amazing… <a href='link'>Click here</a>
844,"Misspellings: recieve, definately, seperate should be fixed"
845,"Remove punctuation, lowercase, and stopwords from THIS sentence."
846,<p>Hello there! Visit https://example.com 😊</p>
847,Repeated letters: cooool loooove tweeeeet
848,<div>HTML tags everywhere! <b>Bold</b> and <i>Italic</i></div>
849,"Newlines
and	tabs should be handled properly."
850,Repeated letters: cooool loooove tweeeeet
851,Python is awesome!!! Check out www.python.org 😎 #coding
852,I love NLP. It’s amazing… <a href='link'>Click here</a>
853,Emoji test: 😂🤣😍🔥✨💯
854,Email me at test@example.com or visit http://mywebsite.com
855,Email me at test@example.com or visit http://mywebsite.com
856,Repeated letters: cooool loooove tweeeeet
857,Check out this link: https://github.com/user/repo
858,Repeated letters: cooool loooove tweeeeet
859,I am loving #MachineLearning and #DataScience 🌟
860,"Misspellings: recieve, definately, seperate should be fixed"
861,<p>Hello there! Visit https://example.com 😊</p>
862,<p>Hello there! Visit https://example.com 😊</p>
863,I love NLP. It’s amazing… <a href='link'>Click here</a>
864,<div>HTML tags everywhere! <b>Bold</b> and <i>Italic</i></div>
865,I love NLP. It’s amazing… <a href='link'>Click here</a>
866,I am loving #MachineLearning and #DataScience 🌟
867,<div>HTML tags everywhere! <b>Bold</b> and <i>Italic</i></div>
868,Stemming and lemmatization are key for text normalization 🤖
869,"Misspellings: recieve, definately, seperate should be fixed"
870,I am loving #MachineLearning and #DataScience 🌟
871,I am loving #MachineLearning and #DataScience 🌟
872,Email me at test@example.com or visit http://mywebsite.com
873,Mixed CASE text should be lowercased
874,Cleaning text is fun!!! Isn't it? 🤔
875,"Misspellings: recieve, definately, seperate should be fixed"
876,Python is awesome!!! Check out www.python.org 😎 #coding
877,Mixed CASE text should be lowercased
878,<p>Hello there! Visit https://example.com 😊</p>
879,<p>Hello there! Visit https://example.com 😊</p>
880,"Misspellings: recieve, definately, seperate should be fixed"
881,<p>Hello there! Visit https://example.com 😊</p>
882,I am loving #MachineLearning and #DataScience 🌟
883,Repeated letters: cooool loooove tweeeeet
884,I love NLP. It’s amazing… <a href='link'>Click here</a>
885,"Newlines
and	tabs should be handled properly."
886,"Remove punctuation, lowercase, and stopwords from THIS sentence."
887,Numbers 12345 and 67890 are present in this text
888,Cleaning text is fun!!! Isn't it? 🤔
889,Stemming and lemmatization are key for text normalization 🤖
890,Email me at test@example.com or visit http://mywebsite.com
891,<p>Hello there! Visit https://example.com 😊</p>
892,"Remove punctuation, lowercase, and stopwords from THIS sentence."
893,"Remove punctuation, lowercase, and stopwords from THIS sentence."
894,"Misspellings: recieve, definately, seperate should be fixed"
895,Emoji test: 😂🤣😍🔥✨💯
896,<div>HTML tags everywhere! <b>Bold</b> and <i>Italic</i></div>
897,Numbers 12345 and 67890 are present in this text
898,I am loving #MachineLearning and #DataScience 🌟
899,<div>HTML tags everywhere! <b>Bold</b> and <i>Italic</i></div>
900,Repeated letters: cooool loooove tweeeeet
901,"Remove punctuation, lowercase, and stopwords from THIS sentence."
902,Repeated letters: cooool loooove tweeeeet
903,"Newlines
and	tabs should be handled properly."
904,I am loving #MachineLearning and #DataScience 🌟
905,Emoji test: 😂🤣😍🔥✨💯
906,Check out this link: https://github.com/user/repo
907,<div>HTML tags everywhere! <b>Bold</b> and <i>Italic</i></div>
908,I am loving #MachineLearning and #DataScience 🌟
909,Email me at test@example.com or visit http://mywebsite.com
910,Special characters: @$%^&*() should be removed
911,Python is awesome!!! Check out www.python.org 😎 #coding
912,Mentions: @user1 @user2 are included in tweets
913,I am loving #MachineLearning and #DataScience 🌟
914,I am loving #MachineLearning and #DataScience 🌟
915,Special characters: @$%^&*() should be removed
916,"Newlines
and	tabs should be handled properly."
917,Special characters: @$%^&*() should be removed
918,Cleaning text is fun!!! Isn't it? 🤔
919,Email me at test@example.com or visit http://mywebsite.com
920,"Remove punctuation, lowercase, and stopwords from THIS sentence."
921,Mixed CASE text should be lowercased
922,"Newlines
and	tabs should be handled properly."
923,I am loving #MachineLearning and #DataScience 🌟
924,<p>Hello there! Visit https://example.com 😊</p>
925,<p>Hello there! Visit https://example.com 😊</p>
926,<div>HTML tags everywhere! <b>Bold</b> and <i>Italic</i></div>
927,Data Science > AI & ML. Let's clean & preprocess text data! 🧹
928,"Remove punctuation, lowercase, and stopwords from THIS sentence."
929,Mentions: @user1 @user2 are included in tweets
930,Cleaning text is fun!!! Isn't it? 🤔
931,"Python, Java, and C++ are programming languages."
932,Numbers 12345 and 67890 are present in this text
933,Email me at test@example.com or visit http://mywebsite.com
934,Check out this link: https://github.com/user/repo
935,Cleaning text is fun!!! Isn't it? 🤔
936,Numbers 12345 and 67890 are present in this text
937,Check out this link: https://github.com/user/repo
938,Mentions: @user1 @user2 are included in tweets
939,I love NLP. It’s amazing… <a href='link'>Click here</a>
940,Emoji test: 😂🤣😍🔥✨💯
941,"Misspellings: recieve, definately, seperate should be fixed"
942,Special characters: @$%^&*() should be removed
943,"Python, Java, and C++ are programming languages."
944,I am loving #MachineLearning and #DataScience 🌟
945,Cleaning text is fun!!! Isn't it? 🤔
946,"Python, Java, and C++ are programming languages."
947,<p>Hello there! Visit https://example.com 😊</p>
948,"Remove punctuation, lowercase, and stopwords from THIS sentence."
949,Data Science > AI & ML. Let's clean & preprocess text data! 🧹
950,Stemming and lemmatization are key for text normalization 🤖
951,Mixed CASE text should be lowercased
952,I am loving #MachineLearning and #DataScience 🌟
953,I am loving #MachineLearning and #DataScience 🌟
954,Repeated letters: cooool loooove tweeeeet
955,Python is awesome!!! Check out www.python.org 😎 #coding
956,"Newlines
and	tabs should be handled properly."
957,Special characters: @$%^&*() should be removed
958,Repeated letters: cooool loooove tweeeeet
959,"Remove punctuation, lowercase, and stopwords from THIS sentence."
960,I am loving #MachineLearning and #DataScience 🌟
961,Special characters: @$%^&*() should be removed
962,"Remove punctuation, lowercase, and stopwords from THIS sentence."
963,Check out this link: https://github.com/user/repo
964,Python is awesome!!! Check out www.python.org 😎 #coding
965,Stemming and lemmatization are key for text normalization 🤖
966,I am loving #MachineLearning and #DataScience 🌟
967,Check out this link: https://github.com/user/repo
968,Data Science > AI & ML. Let's clean & preprocess text data! 🧹
969,"Python, Java, and C++ are programming languages."
970,Repeated letters: cooool loooove tweeeeet
971,"Remove punctuation, lowercase, and stopwords from THIS sentence."
972,Python is awesome!!! Check out www.python.org 😎 #coding
973,Email me at test@example.com or visit http://mywebsite.com
974,Numbers 12345 and 67890 are present in this text
975,I am loving #MachineLearning and #DataScience 🌟
976,Special characters: @$%^&*() should be removed
977,Repeated letters: cooool loooove tweeeeet
978,<div>HTML tags everywhere! <b>Bold</b> and <i>Italic</i></div>
979,Repeated letters: cooool loooove tweeeeet
980,Cleaning text is fun!!! Isn't it? 🤔
981,"Newlines
and	tabs should be handled properly."
982,Numbers 12345 and 67890 are present in this text
983,Special characters: @$%^&*() should be removed
984,I love NLP. It’s amazing… <a href='link'>Click here</a>
985,I love NLP. It’s amazing… <a href='link'>Click here</a>
986,"Newlines
and	tabs should be handled properly."
987,"Newlines
and	tabs should be handled properly."
988,<div>HTML tags everywhere! <b>Bold</b> and <i>Italic</i></div>
989,Email me at test@example.com or visit http://mywebsite.com
990,Email me at test@example.com or visit http://mywebsite.com
991,Email me at test@example.com or visit http://mywebsite.com
992,Data Science > AI & ML. Let's clean & preprocess text data! 🧹
993,Cleaning text is fun!!! Isn't it? 🤔
994,"Remove punctuation, lowercase, and stopwords from THIS sentence."
995,"Newlines
and	tabs should be handled properly."
996,I love NLP. It’s amazing… <a href='link'>Click here</a>
997,Repeated letters: cooool loooove tweeeeet
998,Email me at test@example.com or visit http://mywebsite.com
999,Email me at test@example.com or visit http://mywebsite.com
1000,Emoji test: 😂🤣😍🔥✨💯
